dust_accumulated,pi_residual
176.79166666666663,-0.12460512062262996
176.79166666666663,0.16979912565877742
180.37499999999997,0.23549273211535748
181.58333333333331,-0.023754294566276535
181.58333333333331,-0.22059957543834674
181.83333333333331,-0.0463291974307265
182.62499999999997,-0.06851984571825254
182.70833333333331,-0.11545003684653388
182.70833333333331,-0.04028675853100161
182.70833333333331,-0.04801395467098857
182.70833333333331,-0.03498279644106628
183.16666666666666,-0.039846742591265194
184.16666666666666,-0.04526721758402674
185.54166666666666,-0.05161309067275521
186.54166666666666,0.07849683688772569
187.29166666666666,0.012469972963462972
187.375,0.08100476821326552
0.9583333333333334,0.05344122187364686
0.9583333333333334,0.18654827328432644
0.9583333333333334,0.2833705779215463
0.9583333333333334,0.21299246509119785
1.7916666666666667,0.12749542954056903
4.166666666666667,0.14291673782378744
7.166666666666667,0.12640881199194887
7.166666666666667,0.0070282628454712
7.166666666666667,-0.010159865124252931
7.166666666666667,0.06869454672084574
7.875,0.13259930104371254
7.875,-0.04877077827269405
7.875,-0.028866178183057034
7.875,-0.05519829019212663
7.875,-0.06176063529027953
8.25,-0.1893733016583714
8.375,0.33888955727063497
9.375,0.044041000941756
10.375,-0.08052648208765278
11.375,-0.03895643952595318
12.416666666666666,0.02572469672518496
13.5,0.05188990487139211
13.5,0.14396548100128514
13.5,0.09402890407075581
14.0,0.09851073396047072
15.916666666666666,0.028939488333341146
17.625,-0.07266692143565257
20.708333333333332,-0.05843371210534665
20.708333333333332,0.0801732597873146
20.708333333333332,-0.053813835647933406
20.708333333333332,-0.08429406100641001
20.708333333333332,-0.08654872157357518
20.708333333333332,-0.08435755799206612
21.0,-0.10294261360615309
21.75,-0.06079662379448747
21.75,-0.024411317023462775
23.0,-0.11634029080208563
23.958333333333332,-0.04665259749365669
24.958333333333332,0.03921140060124717
25.708333333333332,-0.05723299023088968
27.833333333333332,-0.10254027335474358
28.958333333333332,0.014646184718180688
29.666666666666664,-0.07493884220847402
30.541666666666664,-0.019198330689551124
31.999999999999996,-0.05928875626244201
33.416666666666664,-0.028150715482524458
33.45833333333333,0.030291273188536305
33.45833333333333,0.034586445367797314
33.45833333333333,0.017498327271469716
33.45833333333333,0.008940022071445952
33.45833333333333,0.026635839095831226
33.45833333333333,0.062132988914954446
33.45833333333333,-0.008110764717679686
33.87499999999999,0.03553801127119982
33.87499999999999,-0.01649838440584883
34.37499999999999,0.06869454672084618
35.37499999999999,0.03959499367631203
35.37499999999999,-0.059584675018172994
35.37499999999999,-0.04366212882412146
35.37499999999999,-0.031975673064180477
35.37499999999999,-4.1140088438140765e-06
35.37499999999999,-0.0073930157527413165
35.37499999999999,0.020307479026460573
35.37499999999999,-0.033543361794532434
35.37499999999999,0.0029977399840932506
35.37499999999999,0.0512516998758632
35.37499999999999,0.014643133426988086
35.37499999999999,-0.033593517735380996
35.37499999999999,-0.05855942559278149
35.37499999999999,0.10083523336188671
35.37499999999999,0.0942902689347056
35.66666666666666,0.1060569524576982
36.49999999999999,0.10746010181830945
1.0,-0.5871701711898116
7.0,-0.5834264258215125
22.208333333333336,-0.6180864391199896
35.16666666666667,-0.5130912309286217
50.16666666666667,-0.3898732363105353
68.875,-0.28997400496409176
68.875,-1.4183079584537102
68.875,-0.008379162678551655
68.875,0.257121206043879
68.875,0.39040692364240437
73.33333333333333,0.4113808548003717
78.66666666666666,0.41805241439900787
91.74999999999999,-0.06054656635989719
125.12499999999999,-0.1415146598654724
127.45833333333331,-0.07541049288274237
128.87499999999997,-0.10471614464775847
131.16666666666663,-0.023439229828365882
132.74999999999997,-0.08476474451293026
132.74999999999997,-0.1474354293176101
133.24999999999997,-0.045715085436646596
134.08333333333331,-0.004660293229376222
134.08333333333331,0.022079936135614542
134.08333333333331,0.04573209043601478
134.16666666666666,-0.06809254953135868
134.16666666666666,0.006296729143157265
135.625,0.03215309403544531
141.5,0.014536356015576679
146.875,0.03878137929915271
154.79166666666666,0.029324339871312333
161.41666666666666,-0.009021129302204667
166.375,0.09752028417500203
170.25,0.0872103832316351
176.25,0.05487184627972752
176.875,-1.4979292926963417
177.125,-0.303967153728133
177.83333333333334,-0.3293325747314384
178.83333333333334,-1.1620715880747228
179.625,-0.08771424859268429
180.25,0.15950874273612747
181.25,0.11255698323025376
182.66666666666666,-0.018058709482363433
204.375,0.13681824817573984
230.83333333333334,0.1629498914968157
231.66666666666669,0.19516174213165316
231.83333333333334,0.15792979313313849
232.0,0.18254296445142826
232.0,0.22489371967469474
232.0,0.5184351566843279
232.0,-1.0312558685006419
232.0,-0.01129956522686193
232.70833333333334,0.13505424051223036
244.5,0.0009203761417215794
265.2083333333333,0.1480365569947697
296.79166666666663,0.08814540766566914
297.2083333333333,0.1769154540362199
297.2083333333333,0.37589637899870443
297.54166666666663,0.17086123020639654
297.62499999999994,0.14711896502223532
297.83333333333326,0.1658556278722596
297.87499999999994,0.249432246601494
297.87499999999994,0.2586925011538659
298.87499999999994,0.2423967678629717
300.99999999999994,0.28679254802580845
303.33333333333326,0.2942698323575281
305.12499999999994,0.31087898428025307
306.74999999999994,0.2972327441031477
307.24999999999994,-0.22536398910614963
307.29166666666663,0.32540204674925377
308.04166666666663,0.25326000916758407
309.37499999999994,0.24422298549711563
310.74999999999994,0.31431050268497485
311.37499999999994,0.3450409018487557
313.87499999999994,0.3338364042950004
316.54166666666663,0.2831252315029613
317.8333333333333,-0.1191581164523341
319.4583333333333,0.31569659050294296
319.75,0.3234369878465442
319.75,0.3195776998150608
319.75,0.3213706389090061
319.75,0.292515982295956
319.75,0.3703415138402195
319.75,0.3844175641333796
320.625,0.3743081444580105
322.125,0.3503161936253889
