date,pi,pi_temp_corrected,pi_14d,pi_temp_corrected_14d
2023-03-11,2.530010813174613,2.5740907770594768,2.0502478126127786,2.050205280687489
2023-03-12,2.5866441956843507,2.573932454890723,2.189865225260861,2.188320633936047
2023-03-13,2.5832455976543174,2.637536680152926,2.197364156016811,2.1979171080837503
2023-03-14,2.537107670049629,2.6546905512927634,2.20763079504203,2.220330230834348
2023-03-15,2.433583008772081,2.5145420966839085,2.2059989406382985,2.2221554545429467
2023-03-16,2.5570274346817206,2.5679382297288464,2.213098992818628,2.2326794207165253
2023-03-17,2.6323336098693013,2.602165699991272,2.2207807895708602,2.241468854472747
2023-03-18,2.4501112702922323,2.433627751822777,2.219406615829302,2.2443864133713123
2023-03-19,2.5707160295277207,2.558182799153493,2.2289246891559764,2.259276289480029
2023-03-20,2.4841909080425557,2.6332555260597648,2.231945702265212,2.268575222559648
2023-03-21,2.6508007248454124,2.7530232006307065,2.2411381325306197,2.281809154236894
2023-03-22,2.560107208107467,2.528056455694332,2.4024884776934847,2.4407516495976886
2023-03-23,2.476754690100702,2.565574200814623,2.537053951548645,2.580323340726238
2023-03-24,2.529958005406692,2.683632591683655,2.5416136547291996,2.591446358261376
2023-03-25,2.4901048699224324,2.6747900689011797,2.5387632302111873,2.598639164821498
2023-03-26,2.5051963847959193,2.6783730086024433,2.5329455294334413,2.606099204372335
2023-03-27,2.487643747417589,2.6805982344553767,2.5261168258451043,2.6091750296796534
2023-03-28,2.663873837585834,2.7199232391090877,2.5351715520976903,2.613834507380819
2023-03-29,0.12913019548746849,0.13467775457451892,2.370567779720218,2.4438441972301486
2023-03-30,1.1429606693226324,1.2152517555372728,2.269563010765997,2.347223734787893
2023-03-31,2.694947681229629,2.8437718916736707,2.274035444434592,2.3644813199080645
2023-04-01,2.67733583453615,2.8331386895122184,2.2902657704520144,2.39301781545731
2023-04-02,2.6769047744738965,2.6988796995945905,2.2978506808053125,2.403067594060246
2023-04-03,2.6775629495304276,2.7605944412759853,2.311662969483018,2.4121632308614047
2023-04-04,2.734459532438344,2.7127524266146272,2.317638598596799,2.409286747003113
2023-04-05,2.7168252495380107,2.7582524778474813,2.3288327444132664,2.425729320014052
2023-04-06,2.7300668234213923,2.735487219842168,2.3469264682218873,2.4378659642303053
2023-04-07,2.6876299829843724,2.8068543371417287,2.3581887523345784,2.446667517477311
2023-04-08,2.6606045844394925,2.8080270271233205,2.3703673033715114,2.4561844430646067
2023-04-09,2.692223205293147,2.857944701224528,2.3837263619784563,2.4690109925376125
2023-04-10,2.6831781651631963,2.698811028043136,2.397693106103142,2.4703119063653096
2023-04-11,2.8229454175573694,2.9017560540535694,2.409055361815395,2.4832999645756297
2023-04-12,2.409093314300012,2.545330820789642,2.571909870302005,2.655489469305281
2023-04-13,1.1238124425385048,1.2314345641975895,2.5705421398174244,2.6566453842095896
2023-04-14,1.6970883425663883,1.8388653390806915,2.49926647277005,2.584866344738663
2023-04-15,2.6930073513972514,2.772003978527408,2.5003858668315577,2.580499579668319
2023-04-16,2.6139030600933735,2.7721620368051547,2.495885744375806,2.5857340323262163
2023-04-17,2.770653462101071,2.9110279289313157,2.50253506670228,2.5964792814444544
2023-04-18,2.8073746531979213,2.960973292118248,2.5077432896136784,2.614209343266142
2023-04-19,2.900434037001844,3.0254260475211683,2.5208582030039524,2.6332931696714046
2023-04-20,2.6726586978688878,2.879026249810303,2.516757622607345,2.6435459575262716
2023-04-21,2.6771816923431446,2.896253557175178,2.5160113161329716,2.6499316161000896
2023-04-22,2.6343423668286343,2.821978195686347,2.5141354434464818,2.6509281281403054
2023-04-23,2.748497115281738,2.982987595032089,2.518155008445667,2.6598597634122743
2023-04-24,2.681257438847669,2.943871305024321,2.5180178137088434,2.67736406891093
2023-04-25,2.6660632133499864,2.8981203924286305,2.5068119419797443,2.677104378794863
2023-04-26,2.6600937289577344,2.8563250447341213,2.524740543026725,2.6993182519337546
2023-04-27,2.8590518296393097,2.957558873338744,2.648686213533925,2.8226128454438375
2023-04-28,2.737414983710254,2.924486299487764,2.7229952593299154,2.900157199758628
2023-04-29,2.7410558049595557,3.010288136605532,2.726427291727223,2.917177496764208
2023-04-30,2.706307963015978,2.943615665495653,2.7330276419359807,2.9294241845278153
2023-05-01,2.6642080497950675,2.916856264666683,2.7254243981998374,2.9298404942231993
2023-05-02,2.656758697529621,2.9413119379389414,2.714666115652102,2.92843611178182
2023-05-03,2.7466768125043863,2.8989197748840234,2.703683456759426,2.9193999494505953
2023-05-04,2.635705770014937,2.85055957130297,2.7010439619127156,2.9173666152715
2023-05-05,2.7775956862211117,2.8090799124018098,2.708216390046856,2.9111399263591164
2023-05-06,2.7062660903256557,2.8799677448995937,2.7133537988680714,2.9152820370172057
2023-05-07,2.689649469085364,2.973752488898167,2.7091503955683307,2.9146223865790684
2023-05-08,2.6641351408202785,2.9845923790321587,2.7079273742806604,2.917531034722485
2023-05-09,2.7255453120099715,2.8925108294395954,2.7121760956135157,2.9171303516518394
2023-05-10,2.2679079829504247,2.371258029119369,2.6841628280415653,2.8824827076793578
2023-05-11,2.8206077850240154,2.956594501236841,2.6814168248547587,2.8824138239577928
2023-05-12,2.85771585329242,2.894658174426303,2.6900097441106277,2.88028324359626
2023-05-13,2.664085321412654,2.9297446476557147,2.684511852428706,2.8745301372427017
2023-05-14,2.7345103479653403,2.9147881748363598,2.686526308496518,2.872471030767038
2023-05-15,2.6642117435554225,2.9533134422368934,2.6865265723365432,2.8750751148791953
2023-05-16,2.6675656526310183,2.8515128875854536,2.6872984977009287,2.8686608969968037
2023-05-17,2.679305132206525,2.9422459946493973,2.68248623482251,2.8717556269800446
2023-05-18,2.8426961290121553,2.9942734234892585,2.6972712604651683,2.882020902136208
2023-05-19,2.6734959512378396,2.9089958297805136,2.6898355651092203,2.889157753377544
2023-05-20,2.655786099968409,2.908220718634705,2.686229851512274,2.8911758229300517
2023-05-21,2.7165295044725433,2.931465303961417,2.68814985403993,2.888155309720285
2023-05-22,2.8298148914192,3.067430694190399,2.6999841219398526,2.894072332231587
2023-05-23,2.7551190169184037,2.883278650544421,2.7020965294333124,2.8934128908819323
2023-05-24,2.7096499681481148,2.93344509149981,2.7336495283760045,2.9335691096233916
2023-05-25,2.6577476658927233,2.9835246245385765,2.7220166627237687,2.93549268985923
2023-05-26,2.6314168450584425,2.9714481712561964,2.7058524478499137,2.940977689632794
2023-05-27,2.6531434316092377,2.9981855563147835,2.705070884292527,2.945866325965585
2023-05-28,2.753160400571715,2.948264408228694,2.7064030309072677,2.9482574854936083
2023-05-29,2.8199745035119017,3.0059030724860065,2.7175289423327307,2.9520138876542594
2023-05-30,2.668315479296078,2.8657995149993827,2.717582501380235,2.953034361040969
2023-05-31,2.601060212435377,2.8826788703488484,2.7119935785394387,2.948779566448072
2023-06-01,2.6509457075424265,3.0371347972662766,2.6982971198630294,2.951841093146431
2023-06-02,2.5660088293884473,2.7963090566234396,2.6906194683023585,2.9437920379209253
2023-06-03,2.673425019572213,2.8685656202837704,2.691879391131202,2.940959530895859
2023-06-04,2.756953496584294,3.0222015833287865,2.6947668191391836,2.947440693707814
2023-06-05,2.6819030243252806,3.062912055099327,2.6842016857753324,2.9471179337727373
2023-06-06,2.6588411695782197,3.046452781117762,2.677324696679605,2.95877322881369
2023-06-07,2.651395813437946,3.0488188823054716,2.6731636856288787,2.9670142138712374
2023-06-08,2.725974453799508,3.014573033026145,2.6780370276222207,2.969231957334635
2023-06-09,2.6530595096028686,3.031865706126102,2.679582932232537,2.973547495539628
2023-06-10,2.629205045580984,3.021552541485131,2.6778730475162327,2.9752165659089385
2023-06-11,2.622059389764576,2.848104547361986,2.6685086896014374,2.9680622901327456
2023-06-12,2.607586740673706,3.006231876438706,2.6533381351129948,2.968085776129367
2023-06-13,2.635139082465612,3.0233418440013415,2.6509683924822474,2.9793387996295064
2023-06-14,2.6449825550137134,3.0608928492543304,2.654105702666414,2.9920683695513266
2023-06-15,2.6190777213380008,3.001030430728235,2.6518294179375266,2.989489486227181
2023-06-16,2.6246817090553485,2.870184756027646,2.6560203379137337,2.9947663218989105
2023-06-17,2.7340986445576534,2.832581147245864,2.6603541682698366,2.992196002396202
2023-06-18,2.708286998118651,2.85610736356502,2.656877989808005,2.9803321295559333
2023-06-19,1.401414198877757,1.5837716459014017,2.565414502276039,2.874679243184653
2023-06-20,1.2066365544578372,1.3848751839088453,2.4616856011960118,2.755995129098302
2023-06-21,2.474902987384566,2.837023470649398,2.449078970763627,2.7408668854085825
2023-06-22,2.6041634621583674,3.0443093977727957,2.4403781856464026,2.742990911461914
2023-06-23,2.649635231715118,3.111519758450335,2.4401335943687066,2.7486804866279315
2023-06-24,2.629332925877628,3.0912067023049685,2.44014272867561,2.7536557838293483
2023-06-25,2.6402347074240557,3.10461435219639,2.4414409656512865,2.7719779127460913
2023-06-26,2.661307504716444,3.0788339494095247,2.445278163082911,2.77716377510115
2023-06-27,2.64473139871421,3.0908197551655134,2.4459633285292393,2.7819836258985906
2023-06-28,2.6479515464099967,3.122296718135486,2.4461753993432596,2.786369616532959
2023-06-29,2.7191341048973046,3.053664122873097,2.45332228388321,2.7901291659718774
2023-06-30,2.683614384749467,3.1379471258415688,2.4575317607185037,2.809255049530015
2023-07-01,2.647418993281858,3.1270055551700753,2.451340357055947,2.8302853643817443
2023-07-02,2.619450638500934,3.0767254301410993,2.444994902797539,2.846043797708607
2023-07-03,2.6507734197210047,3.0729177341141116,2.534234847143485,2.952411375438086
2023-07-04,2.627681679467233,3.0979030207360494,2.6357380703584417,3.0747705066400295
2023-07-05,2.6309198692788414,3.0822457264568675,2.64688213335089,3.0922863820548483
2023-07-06,2.6573066840616955,3.075358598468065,2.650678077772557,3.094504182104511
2023-07-07,2.615030503327348,3.041646079327412,2.6482063114591443,3.089513205024302
2023-07-08,2.66362025601338,3.0804207580898355,2.650655406468841,3.0887427804375065
2023-07-09,2.6797962478793886,3.153891134381588,2.653481230787079,3.0922625505935923
2023-07-10,2.656471237543642,3.122451030169237,2.653135783131879,3.095378056362143
2023-07-11,2.636989556383681,3.0847346074035213,2.6525827943939837,3.0949434029505722
2023-07-12,2.6181519524235393,3.084008834411017,2.65045425196638,3.0922085541131104
2023-07-13,2.4020820070945597,2.8557355260640223,2.627807673551898,3.0780707971981762
2023-07-14,2.56912424149097,3.072204630133639,2.6196298061762913,3.07337490464761
2023-07-15,2.629215764491443,3.109157262785259,2.6183295755484046,3.0721000266201233
2023-07-16,2.6303894450560183,3.128120695341128,2.619110918873768,3.075771116991554
2023-07-17,2.666311472197963,3.1585477842859384,2.6202207797649786,3.0818875491466846
2023-07-18,8.019502938635878,9.498921935446884,3.005350869705597,3.539103185911744
2023-07-19,2.5288506867134433,2.9962055365576954,2.998060213808068,3.532957458061803
2023-07-20,2.6298686503516215,3.1181688591512344,2.9961003542573477,3.5360153338248863
2023-07-21,2.5989010721882475,3.0810851157719688,2.9949482520331263,3.538832407856641
2023-07-22,2.563775629671854,3.0456324338606544,2.987816493008732,3.5363475275545566
2023-07-23,2.5707696276019663,3.0647589714695753,2.98002887727463,3.5299809444894126
2023-07-24,2.6541605282015297,3.132720837133633,2.9798638266073363,3.5307145021297264
2023-07-25,2.596541237466876,3.0740436441659607,2.976974660970422,3.5299508618984725
2023-07-26,2.544088334770577,2.990138143125995,2.971684402566639,3.5232458125209702
2023-07-27,2.678428178082725,3.1218495027999564,2.9914234147800793,3.5422539537163944
2023-07-28,2.6450138700988757,3.1027001124404228,2.9968441025377865,3.5444322024525934
2023-07-29,2.44072506132007,2.8653078745133023,2.983380480882689,3.5270143890045964
2023-07-30,2.4500849663806905,2.878810817864755,2.9705015895487366,3.5092065406134267
2023-07-31,2.589762630898801,3.033094029912763,2.9650338151702256,3.5002455581581997
2023-08-01,2.6482519045098307,3.075980070280559,2.581373027018365,3.0414639963606054
2023-08-02,2.5973535143148716,3.049326610326614,2.5862660861327527,3.045258358772671
2023-08-03,2.542709939818594,3.0013016397545824,2.580040463951822,3.0369107002443383
2023-08-04,2.539767487692001,3.017930241335617,2.575816636487805,3.032399637784599
2023-08-05,2.572863486664489,3.0183128580132568,2.5764657691301354,3.030448239509785
2023-08-06,2.64313900883839,3.0315781123763452,2.581635010647023,3.028078178145983
2023-08-07,2.58007364662578,3.001615165044432,2.5763430905344693,3.0187134872824686
2023-08-08,2.6449893783153313,3.062760244366499,2.5798036720236444,3.0179075301539355
2023-08-09,2.6317330750012253,2.9656078482873225,2.586064010611548,3.0161553662368874
2023-08-10,2.622117514958813,2.96701561848446,2.5820418203884117,3.005095803071495
2023-08-11,2.665964390208853,3.0483633088820357,2.583538286110553,3.0012146028173246
2023-08-12,2.6362374973881093,3.0012353976126085,2.5975034601154126,3.010923711610132
2023-08-13,2.729806283373039,3.0254389403263677,2.6174835541862946,3.021397148928819
2023-08-14,2.6227857171848834,2.95880868102049,2.6198423460638725,3.0160910525793705
2023-08-15,2.6615135183373826,3.033323457057385,2.6207896041944116,3.0130441516348583
2023-08-16,2.6689734252528377,3.0441908800286717,2.625905312118552,3.0126773137564338
2023-08-17,2.6642380749578245,3.0480844626158294,2.6345858931999255,3.016018943960809
2023-08-18,2.6551784967263226,3.041114089717775,2.642829536702377,3.0176749331309627
2023-08-19,2.666694632272749,3.046333287835362,2.649531761388681,3.01967639240397
2023-08-20,2.6961844051728407,3.0386065611572333,2.653320718269714,3.020178424459748
2023-08-21,2.700915276393781,3.127285845176825,2.6619522632531423,3.029154901612062
2023-08-22,2.692936920872042,3.1114426487179876,2.665377087721479,3.032632216208597
2023-08-23,2.7313700999252974,3.140309363073724,2.6724940180731984,3.045110895836197
2023-08-24,2.7558766348661763,3.1482928038513016,2.6820482409237245,3.058059266219543
2023-08-25,2.725941389187293,3.115415921979831,2.686332312279327,3.062848738583671
2023-08-26,2.7250271730712714,3.0493862601905084,2.6926744319709814,3.0662880859106636
2023-08-27,2.7656530178029843,3.0051780754738755,2.695234913001692,3.064840881278343
2023-08-28,2.761353462722958,3.161325143088238,2.7051326091115544,3.079306342854611
2023-08-29,2.7401485555363623,3.1346975948421716,2.71074939748291,3.0865473526963814
2023-08-30,2.813602658495347,3.1704213636407776,2.7210800570002323,3.0955638158115315
2023-08-31,2.8113436596339403,3.1955098511305065,2.731587598762812,3.1060942007054373
2023-09-01,2.810448424663661,3.1373107825607898,2.742678307901193,3.112965393051367
2023-09-02,2.8446858514970206,3.127014190871458,2.755391966417213,3.1187283146968023
2023-09-03,2.8423412423300993,3.1894096435551433,2.765831740499874,3.12949996343951
2023-09-04,2.890515053443922,3.1705278133348047,2.779374581717741,3.132588675450794
2023-09-05,2.9182147096795004,3.0467804335936646,2.795465852346845,3.1279699457990566
2023-09-06,2.9165372022931697,3.159318665170862,2.80869207394455,3.129327753091709
2023-09-07,2.796647664903326,3.106962503213182,2.8116042903757754,3.126375588760415
2023-09-08,2.8868605891703396,3.19797970956735,2.823098518945993,3.132273002159524
2023-09-09,2.86284076933034,3.1928220921138335,2.8329423472502127,3.1425184187254755
2023-09-10,2.8915803152628934,3.224433740005165,2.8419371542116347,3.1581795376205677
2023-09-11,2.8849418472304755,3.2188226042018435,2.8507648959621714,3.1622864991286823
2023-09-12,2.8880445654094977,3.2299442587768343,2.8613288966673953,3.1690898322668724
2023-09-13,2.865291698334583,3.201226768070269,2.865020970941626,3.17129021829755
2023-09-14,2.8326367309243135,3.157334182718808,2.8665419046052243,3.1685633848395724
2023-09-15,2.832318035066405,3.162157587445954,2.868104019633992,3.170338156617084
2023-09-16,2.882318233418197,3.21368348039232,2.870792046914076,3.1765288201542883
2023-09-17,2.8921274439378784,3.202531103123139,2.874348204171774,3.1774660672662876
2023-09-18,2.8892619121987693,3.1891417255886885,2.8742586940828345,3.17879563242728
2023-09-19,2.901791266276903,3.2212950835913388,2.8730855909826496,3.1912609645699703
2023-09-20,2.890744147822009,3.1974933398776066,2.8712432299489947,3.193987727049024
2023-09-21,2.883905981372987,3.1659524395441654,2.877475966839685,3.1982012939298086
2023-09-22,2.834930914386379,3.128233788542431,2.8737667043551163,3.193219442428028
2023-09-23,2.836794303083736,3.1599766342128275,2.871906242480359,3.190873338292242
2023-09-24,2.7916466930226007,3.1139347197278315,2.864768126606052,3.1829805511295755
2023-09-25,2.9389972060885055,3.1280141401187067,2.8686292236673405,3.1764942322664944
2023-09-26,2.915637965106904,3.1656809214823327,2.8706001807885833,3.171903993888315
2023-09-27,2.9032690413117104,3.100920934121096,2.8733128481440926,3.1647392914633747
2023-09-28,2.8299126236150514,2.9768448805551224,2.873118269050574,3.1518471984516827
2023-09-29,2.930106923334476,3.1649309535121564,2.8801031896411504,3.15204529602784
2023-09-30,2.9357220396801322,3.1569576882775094,2.8839177472312882,3.147993453733925
2023-10-01,2.945486050347014,3.17393943305516,2.887729076260513,3.145951191586213
2023-10-02,2.9441019406575966,3.13638261405693,2.891646221150429,3.1421826836196582
2023-10-03,3.1990622318744397,3.433376402043997,2.912879861550253,3.1573313492234196
2023-10-04,2.9303108509652196,3.15107694276096,2.915706054631911,3.154015892286516
2023-10-05,2.9430768674366994,3.154804858705868,2.9199325464936043,3.1532196365123517
2023-10-06,2.957061671696477,3.1654609472317854,2.9286561720157542,3.155878719275877
2023-10-07,2.947070148926075,3.172925247813313,2.93653301814735,3.156803620247341
2023-10-08,2.8738126259830588,3.0968103940284726,2.942402013358812,3.155580454125958
2023-10-09,2.9194823313566567,3.0882469868797746,2.9410080937351077,3.1527399431803205
2023-10-10,2.856971973135904,3.053695659899446,2.9368176657371796,3.1447409959244
2023-10-11,2.898935684104201,3.0748122206345077,2.936508140222357,3.1428760878182147
2023-10-12,2.9287170340494386,3.1228189352601015,2.9435655981105278,3.1533028060114274
2023-10-13,2.8994715781232436,3.0972098778257537,2.9413773591668684,3.1484655863195417
2023-10-14,2.8714801932625957,3.0483220898685217,2.93678865585133,3.140705900718899
2023-10-15,2.885822335231061,3.0739672207168454,2.9325269619144763,3.1335650284090195
2023-10-16,2.900459372467935,2.9851649836525036,2.929409635615215,3.122763769094418
2023-10-17,2.8651162095370784,2.9870844691978045,2.905556348305403,3.090885773891119
2023-10-18,2.979361069718204,3.0239162710329266,2.9090599353591875,3.0818028687676877
2023-10-19,2.8920756097684337,3.0409910403972886,2.905416988382883,3.073673310317075
2023-10-20,2.846521383592223,3.002512379209303,2.8975212535182933,3.0620341268868976
2023-10-21,2.817566389715828,2.993230017387276,2.888270985003276,3.049198753285037
2023-10-22,2.8141436564241777,2.9753915945901204,2.88400891574907,3.0405259818965833
2023-10-23,2.8183988536972198,2.9208611412504406,2.8767886673448246,3.028569850065917
2023-10-24,2.888305251769105,3.018601618440757,2.879026758675767,3.026063132818868
2023-10-25,2.922874788026253,3.0096455335487806,2.8807366946702,3.0214083694556018
2023-10-26,2.8858759886610774,2.9112089651749087,2.8776766199996024,3.0062933715923736
2023-10-27,2.825157801672655,2.948668622847262,2.8723684931102746,2.995683281951053
2023-10-28,2.7911583135869904,2.948671588995106,2.8666312159905885,2.9885653890315234
2023-10-29,2.734760451102766,2.858427487706172,2.855841081409996,2.9731696938164753
2023-10-30,2.8164228835220264,2.949529625136384,2.849838475056717,2.970624311065324
2023-10-31,2.8005455295310213,2.914834679157734,2.845226283627713,2.965463611776747
2023-11-01,2.8372700003635623,2.945049612916257,2.835076921530953,2.959830279054128
2023-11-02,2.8325687815630762,2.908966265658224,2.830826433801999,2.9503999380013375
2023-11-03,2.6698566180950456,2.752454627615527,2.8182075219807716,2.9325386700303535
2023-11-04,2.7841142557689746,2.841855731786008,2.815818083841711,2.9217262210588344
2023-11-05,2.7450760967381758,2.859054384503566,2.8108846867212818,2.913416420338366
2023-11-06,2.6985072146934947,2.821462740179734,2.802320998221016,2.9063165345476016
2023-11-07,2.6943171533648416,2.804229665367045,2.788464705477854,2.8910042521851933
2023-11-08,2.7185548810075835,2.812553191937911,2.773870426405092,2.8769262277844168
2023-11-09,2.8207513331456844,2.8369599789168953,2.76921866529685,2.871622728765988
2023-11-10,2.6231956949758755,2.6785527304204746,2.754792800532794,2.8523287364497882
2023-11-11,2.490112804673994,2.530025271046244,2.733289549896152,2.8224254280248693
2023-11-12,2.5665603510444006,2.6301101126720354,2.72127525703484,2.8061170440938596
2023-11-13,3.0029583309244585,2.9677866584331465,2.7345992175635847,2.807421117900771
2023-11-14,2.652499195993865,2.719873871636644,2.724024479453788,2.793495345934979
2023-11-15,2.6535259184236613,2.723931751264349,2.710899902172366,2.777701212959843
2023-11-16,2.9167940626347195,2.978692851491234,2.716915993677484,2.7826816833764867
2023-11-17,2.978697921494087,3.008685426458654,2.7389760867774156,2.8009838832938527
2023-11-18,3.240475555851877,3.1464009532262556,2.7715733224976224,2.8227371133967276
2023-11-19,2.909166198928032,2.888707230872382,2.7832940440826124,2.824855173851643
2023-11-20,2.600895140147277,2.6376705875569364,2.776321753043597,2.8117271629500147
2023-11-21,2.705365163228857,2.7354375953513346,2.777110896605312,2.806813443663178
2023-11-22,2.828118900033565,2.810887864622609,2.784936897964311,2.8066944917120855
2023-11-23,2.949004506479534,2.9610902270860757,2.7940978389167284,2.8155609380098836
2023-11-24,2.8362249714917467,2.8424158123480368,2.8093142158107196,2.8272654438618523
2023-11-25,3.0124223672933566,3.0158121715889328,2.8466220417121026,2.8619645081863303
2023-11-26,2.955625472249714,2.8835774865132513,2.8744124075124824,2.8800693206035604
2023-11-27,0.2615297506534018,0.2554152037946834,2.678596080350264,2.6863285024150985
2023-11-28,3.0436433874998126,2.961056589019801,2.7065349511721175,2.703555839371038
2023-11-29,2.776193252552295,2.787255463010228,2.7152969036098766,2.708078961638601
2023-11-30,0.03943777240462294,0.03958150273643462,2.509771454307727,2.498142436727544
2023-12-01,2.0577859709460635,2.0707212923188836,2.4439920292685824,2.431144998574703
2023-12-02,2.4838709677419355,2.5010610731301934,2.3899488444035866,2.3850492928535556
2023-12-03,2.4204389574759944,2.445429463466976,2.3550397557284413,2.3533865951817416
2023-12-04,2.4616408597932566,2.381599997461891,2.3450930214174397,2.3350958387463807
2023-12-05,2.6237119345021083,2.5673618192063263,2.3392606479369573,2.3230904261645944
